product_id,title,category,price,rating,review_count,purchased_last_month,brand,seller,is_prime,product_url,scraped_at,original_price_won,image_url,maker,data_source,naver_category1,naver_category2,naver_category3,naver_category4,search_keyword,category_avg_price,price_to_category_avg_ratio,keyword_avg_price,price_to_keyword_avg_ratio,price_x_rating,rating_x_review_count,price_x_review_count
NAVER_89666131951,"FL-ESPORTS NX108 유무선 블루투스 풀배열 기계식 키보드 크림 핑크, 저소음 파도축",디지털/가전 > 주변기기 > 키보드 > 무선키보드,47.41,3.8,63.0,60,Unknown,펀키스,False,https://smartstore.naver.com/main/products/12121621246,2025-09-23 00:52:03.403068,64000,https://shopping-phinf.pstatic.net/main_8966613/89666131951.jpg,Unknown,naver_shopping_search,디지털/가전,주변기기,키보드,무선키보드,키보드,54.32430769230769,0.8727216602285985,54.4031,0.8714576926682486,180.158,239.39999999999998,2986.83
NAVER_55467182587,"프리플로우 archon AK68 수트, 저소음 블루축",디지털/가전 > 주변기기 > 키보드 > 무선키보드,48.74,3.5,59.0,55,프리플로우,네이버,False,https://search.shopping.naver.com/catalog/55467182587,2025-09-23 00:52:03.403074,65800,https://shopping-phinf.pstatic.net/main_5546718/55467182587.20250825113441.jpg,프리플로우,naver_shopping_search,디지털/가전,주변기기,키보드,무선키보드,키보드,54.32430769230769,0.8972042547889032,54.4031,0.8959048289527619,170.59,206.5,2875.6600000000003
NAVER_53510052812,"COX CK01 TKL 기계식 텐키리스 게이밍 키보드 화이트그레이, 갈축",디지털/가전 > 주변기기 > 키보드 > 유선키보드,22.15,3.9,38.0,100,COX,네이버,False,https://search.shopping.naver.com/catalog/53510052812,2025-09-23 00:52:03.403080,29900,https://shopping-phinf.pstatic.net/main_5351005/53510052812.20250523172538.jpg,COX,naver_shopping_search,디지털/가전,주변기기,키보드,유선키보드,키보드,54.54942857142857,0.4060537494173043,54.4031,0.40714591631726865,86.38499999999999,148.2,841.6999999999999
NAVER_53528602482,"오아 무선 접이식 휴대용 블루투스 키보드 블랙, 팬터그래프",디지털/가전 > 주변기기 > 키보드 > 무선키보드,28.0,4.1,70.0,30,오아,네이버,False,https://search.shopping.naver.com/catalog/53528602482,2025-09-23 00:52:03.403085,37800,https://shopping-phinf.pstatic.net/main_5352860/53528602482.20250313120256.jpg,오아,naver_shopping_search,디지털/가전,주변기기,키보드,무선키보드,키보드,54.32430769230769,0.5154230433748315,54.4031,0.5146765533581726,114.79999999999998,287.0,1960.0
NAVER_54767924901,"지클릭커 파도프로젝트 WK98 제주스위치 풀윤활 무선 블루투스 기계식 키보드 화이트 마린, 용암빨강축",디지털/가전 > 주변기기 > 키보드 > 무선키보드,44.3,3.9,55.0,33,지클릭커,네이버,False,https://search.shopping.naver.com/catalog/54767924901,2025-09-23 00:52:03.403091,59800,https://shopping-phinf.pstatic.net/main_5476792/54767924901.20250521153415.jpg,지클릭커,naver_shopping_search,디지털/가전,주변기기,키보드,무선키보드,키보드,54.32430769230769,0.8154728864823226,54.4031,0.8142918326345373,172.76999999999998,214.5,2436.5
NAVER_88997875460,"(래피드 트리거, 실시간 업데이트) TFG Magnetox XL 듀얼 8K 가스켓 자석축 게이밍키보드",디지털/가전 > 주변기기 > 키보드 > 유선키보드,95.56,4.3,35.0,70,한성컴퓨터,한성컴퓨터,False,https://smartstore.naver.com/main/products/11453365095,2025-09-23 00:52:03.403097,129000,https://shopping-phinf.pstatic.net/main_8899787/88997875460.1.jpg,한성컴퓨터,naver_shopping_search,디지털/가전,주변기기,키보드,유선키보드,키보드,54.54942857142857,1.7518057017750612,54.4031,1.7565175513895348,410.908,150.5,3344.6
NAVER_89666131954,"FL-ESPORTS NX108 유무선 블루투스 풀배열 기계식 키보드 크림 말차, 저소음 파도축",디지털/가전 > 주변기기 > 키보드 > 무선키보드,47.41,3.5,63.0,119,Unknown,펀키스,False,https://smartstore.naver.com/main/products/12121621249,2025-09-23 00:52:03.403103,64000,https://shopping-phinf.pstatic.net/main_8966613/89666131954.jpg,Unknown,naver_shopping_search,디지털/가전,주변기기,키보드,무선키보드,키보드,54.32430769230769,0.8727216602285985,54.4031,0.8714576926682486,165.935,220.5,2986.83
NAVER_89628300621,"AULA F87Pro 유무선 독거미 한글 기계식 키보드 펀키스 국내 정품 올리비아 화이트, 저소음 솜사탕축",디지털/가전 > 주변기기 > 키보드 > 무선키보드,49.63,3.6,50.0,86,AULA,펀키스,False,https://smartstore.naver.com/main/products/12083789916,2025-09-23 00:52:03.403109,67000,https://shopping-phinf.pstatic.net/main_8962830/89628300621.jpg,AULA,naver_shopping_search,디지털/가전,주변기기,키보드,무선키보드,키보드,54.32430769230769,0.9135873443818889,54.4031,0.912264190827361,178.668,180.0,2481.5
NAVER_89015814902,"Aula 독거미 아우라 F108 pro 유무선 기계식 키보드 베이지, 캬라멜라떼축",디지털/가전 > 주변기기 > 키보드 > 무선키보드,39.26,3.6,89.0,95,AULA,직구플리즈,False,https://smartstore.naver.com/main/products/11471304537,2025-09-23 00:52:03.403117,53000,https://shopping-phinf.pstatic.net/main_8901581/89015814902.2.jpg,Unknown,naver_shopping_search,디지털/가전,주변기기,키보드,무선키보드,키보드,54.32430769230769,0.722696738674853,54.4031,0.7216500530300662,141.33599999999998,320.40000000000003,3494.14
NAVER_88263248597,"AULA F87Pro 유선 독거미 한글 기계식 키보드 펀키스 국내 정품 다크 올리비아, KTT 저소음바다축",디지털/가전 > 주변기기 > 키보드 > 유선키보드,35.56,4.0,14.0,94,AULA,펀키스,False,https://smartstore.naver.com/main/products/10718742675,2025-09-23 00:52:03.403124,48000,https://shopping-phinf.pstatic.net/main_8826324/88263248597.1.jpg,AULA,naver_shopping_search,디지털/가전,주변기기,키보드,유선키보드,키보드,54.54942857142857,0.6518858387936498,54.4031,0.6536392227648792,142.24,56.0,497.84000000000003
